ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
15334,6.8,8.3,3,133,3,0,0,hr,low,0
15335,1.5,7,4,220,4,0,0,hr,low,0
15336,7,9.8,4,176,5,0,0,technical,low,0
15337,6.6,9.6,4,103,2,0,0,technical,low,0
15338,5.4,5.2,5,155,3,0,0,technical,low,0
15339,5.7,5.7,4,141,3,0,0,technical,low,0
15340,7.8,5.8,3,150,3,1,0,technical,low,0
15341,1.4,8.3,5,171,6,0,0,technical,medium,0
15342,7.3,8.6,4,179,3,0,0,technical,medium,0
15343,6.5,9.7,4,145,2,0,0,technical,medium,0
15344,3.1,5.9,3,176,3,0,0,technical,medium,0
15345,7.7,5.5,2,172,2,0,0,technical,medium,0
15346,6.8,8.5,3,243,4,0,0,technical,medium,0
15347,7.9,6.9,4,209,2,0,0,support,medium,0
15348,9.2,6.2,4,196,3,0,0,support,medium,0
15349,7.7,9.6,6,225,4,0,0,support,medium,0
15350,4.8,8.9,3,261,2,0,0,support,medium,0
15351,6.3,6.6,4,157,2,0,0,support,medium,0
15352,9.2,4.9,5,259,3,1,0,support,medium,0
15353,5,8.5,4,224,6,0,0,support,high,0
15354,5.2,9.1,5,193,2,0,0,support,low,0
15355,7.3,7.9,4,157,3,0,0,support,medium,0
15356,9.9,8.7,4,223,3,0,0,support,medium,0
15357,9.1,9.9,3,188,3,1,0,support,medium,0
15358,8.5,7.9,3,217,2,0,0,technical,medium,0
15359,9.5,6.9,4,207,2,1,0,technical,low,0
15360,6.7,8.5,3,153,4,0,0,technical,low,0
15361,8.6,5.5,3,269,2,0,0,management,low,0
15362,7.1,5.4,4,198,3,0,0,IT,low,0
15363,9.9,9.5,4,102,5,0,0,IT,low,0
15364,5.7,6.1,3,167,2,1,0,IT,low,0
15365,9.8,7.2,3,252,2,0,0,IT,low,0
15366,6.2,5.8,3,192,2,0,0,IT,low,0
15367,7.4,7.9,5,237,4,0,0,product_mng,low,0
15368,7,6,4,158,3,0,0,product_mng,low,0
15369,8,9.3,3,260,3,0,0,product_mng,low,0
15370,6.5,6.9,4,153,3,0,0,product_mng,low,0
15371,5.3,5.2,3,233,4,0,0,IT,low,0
15372,4.3,6.2,2,180,3,0,0,RandD,low,0
15373,5.9,6.5,4,163,3,1,0,RandD,low,0
15374,1.6,9.6,6,211,6,1,0,RandD,low,0
15375,8.4,8,3,151,3,1,0,RandD,low,0
15376,7.8,9.5,3,249,4,0,0,RandD,low,0
15377,6.6,9.1,5,199,3,1,0,marketing,low,0
15378,7,7.4,4,247,2,0,0,sales,low,0
15379,7.3,6.3,4,174,3,0,0,accounting,low,0
15380,6.5,8.8,4,268,4,0,0,support,medium,0
15381,7.9,5.9,5,197,4,0,0,technical,medium,0
15382,5.7,6.8,4,154,3,1,0,management,medium,0
15383,2.4,5.8,5,279,4,0,0,marketing,medium,0
15384,9.5,7.8,3,204,2,1,0,marketing,medium,0
15385,3.8,5.4,2,112,3,0,0,marketing,medium,0
15386,9,7.8,4,261,2,1,0,sales,medium,0
15387,5,4,3,180,4,0,0,sales,medium,0
15388,6.8,6.1,3,261,5,0,0,sales,medium,0
15389,5,7.8,6,138,3,0,0,sales,medium,0
15390,8.5,8.1,4,164,4,0,0,sales,medium,0
15391,9.5,5.2,3,144,3,0,0,sales,medium,0
15392,9.2,9.2,3,244,2,0,0,sales,high,0
15393,8.3,8.7,5,233,3,0,0,sales,low,0
15394,9,7.8,4,225,2,1,0,sales,medium,0
15395,2.1,7.7,6,215,4,0,0,sales,medium,0
15396,9.4,8.6,3,223,4,0,0,sales,medium,0
15397,7,8.5,4,232,3,0,0,sales,medium,0
15398,5.4,7.6,3,157,4,0,0,sales,low,0
15399,7.7,6.5,4,268,3,0,0,sales,low,0
15400,6.2,4.9,3,158,2,0,0,sales,low,0
15401,9.3,5.5,5,222,2,0,0,sales,low,0
15402,8.1,8.6,3,210,3,0,0,sales,low,0
15403,9.9,7.9,4,133,2,0,0,sales,low,0
15404,7.8,4.9,3,224,3,0,0,sales,low,0
15405,6.6,6.3,5,264,5,0,0,accounting,low,0
15406,9,7.2,5,237,2,0,0,accounting,low,0
15407,7.4,5.3,5,141,2,0,0,accounting,low,0
15408,6.5,7.8,4,238,5,1,0,hr,low,0
15409,9.9,5.2,4,167,3,0,0,hr,low,0
15410,8.3,7.2,4,161,3,0,0,hr,low,0
15411,6,8.2,4,194,3,0,0,hr,low,0
15412,5.5,9.3,3,217,3,1,0,technical,low,0
15413,9.6,7.1,3,170,3,0,0,technical,low,0
15414,8.3,9.4,4,243,3,0,0,technical,low,0
15415,9.5,7,4,267,3,1,0,technical,low,0
15416,7.7,8.8,2,169,3,0,0,technical,medium,0
15417,8.3,9.5,3,255,3,0,0,technical,medium,0
15418,8.7,5.4,4,211,3,0,0,technical,medium,0
15419,6.9,4.9,3,198,4,0,0,technical,medium,0
15420,6.7,5.8,3,246,3,0,0,technical,medium,0
15421,5.5,4.9,3,146,2,0,0,technical,medium,0
15422,5.5,8.2,4,134,6,0,0,technical,medium,0
15423,3.9,4.8,3,169,3,0,0,support,medium,0
15424,5.1,9.3,5,232,3,0,0,support,medium,0
15425,3.9,3.8,2,106,3,1,0,support,medium,0
15426,9.6,9.3,4,260,3,0,0,support,medium,0
15427,6.8,8.1,3,232,2,0,0,support,medium,0
15428,6.7,7.1,4,173,3,0,0,support,high,0
15429,6.8,4.4,5,152,5,0,0,support,low,0
15430,5.6,5.8,3,173,3,0,0,support,medium,0
15431,9,7,3,274,3,0,0,support,medium,0
15432,6.9,5.9,3,233,3,0,0,support,medium,0
15433,9.9,7.1,4,232,3,0,0,support,medium,0
15434,4.2,5.9,3,156,2,0,0,technical,low,0
15435,2.8,5.1,3,124,3,0,0,technical,low,0
15436,5.5,6.5,3,207,3,0,0,technical,low,0
15437,9.1,5.3,3,273,6,0,0,management,low,0
15438,5.3,9.8,3,219,4,0,0,IT,low,0
15439,8.7,7.4,4,207,3,0,0,IT,low,0
15440,5.7,6,4,248,4,0,0,IT,low,0
15441,5.9,7.7,3,169,3,0,0,IT,low,0
15442,7.6,8.9,4,181,3,0,0,IT,low,0
15443,5.9,4.2,3,196,3,0,0,product_mng,low,0
15444,5,5.4,3,254,2,0,0,product_mng,low,0
15445,5.5,5.5,4,191,4,0,0,product_mng,low,0
15446,9.2,5.3,3,238,2,0,0,product_mng,low,0
15447,8,5.1,5,196,3,0,0,IT,low,0
15448,9.3,6.6,4,228,3,0,0,RandD,low,0
15449,6.7,5.7,4,165,3,0,0,RandD,low,0
15450,7.8,5.5,3,144,2,0,0,RandD,low,0
15451,6.1,7,4,243,3,0,0,RandD,low,0
15452,7.4,8.4,3,206,3,0,0,RandD,low,0
15453,5,4.9,3,180,3,1,0,marketing,low,0
15454,8.4,9.6,3,161,2,1,0,sales,low,0
15455,8.9,5.5,4,196,2,0,0,accounting,medium,0
15456,7.7,8.9,5,152,3,0,0,support,medium,0
15457,6.4,7.1,3,231,4,0,0,technical,medium,0
15458,7.7,8.9,2,215,5,1,0,management,medium,0
15459,7.4,5.8,4,233,4,0,0,marketing,medium,0
15460,8.8,9.6,4,155,2,0,0,marketing,medium,0
15461,8.8,9.6,5,182,4,1,0,marketing,medium,0
15462,8.9,8.8,3,165,4,0,0,sales,medium,0
15463,7.4,5.9,2,257,4,1,0,sales,medium,0
15464,6.3,7.4,4,155,2,0,0,sales,medium,0
15465,6.3,8,4,243,2,0,0,sales,medium,0
15466,6.8,9.2,2,184,4,0,0,sales,medium,0
15467,1.4,8.1,4,138,3,1,0,sales,high,0
15468,8.6,9.4,5,209,4,0,0,sales,low,0
15469,7.3,5.3,3,205,2,0,0,sales,medium,0
15470,5.7,5.6,3,191,3,0,0,sales,medium,0
15471,9.7,7.5,5,270,3,1,0,sales,medium,0
15472,6.7,3.6,4,97,4,0,0,sales,medium,0
15473,8.9,7.4,4,174,2,0,0,sales,low,0
15474,8,9.6,5,124,3,0,0,sales,low,0
15475,3,5.1,2,178,3,0,0,sales,low,0
15476,1.4,7.3,5,266,6,0,0,sales,low,0
15477,9.1,8,4,181,3,0,0,sales,low,0
15478,4.9,8.1,4,233,3,0,0,sales,low,0
15479,5.7,6.8,3,254,4,0,0,sales,low,0
15480,5.9,6.2,3,219,3,0,0,sales,low,0
15481,5,7,5,166,2,0,0,accounting,low,0
15482,6.9,9.7,3,158,2,0,0,accounting,low,0
15483,8.1,6.8,3,151,3,0,0,accounting,low,0
15484,7.9,8.2,3,98,3,1,0,hr,low,0
15485,5.5,9.1,4,187,4,1,0,hr,low,0
15486,9.2,6.2,4,266,2,0,0,hr,low,0
15487,9.4,5.9,5,250,3,0,0,hr,low,0
15488,6.7,5.5,5,193,3,0,0,technical,low,0
15489,5.3,9.2,4,223,3,1,0,technical,low,0
15490,7.7,5.9,5,189,5,0,0,technical,low,0
15491,5.7,8.2,5,138,3,0,0,technical,low,0
15492,6.4,9.7,4,268,2,0,0,technical,low,0
15493,3.5,10,6,186,2,0,0,technical,low,0
15494,6.6,7.1,3,136,3,1,0,technical,medium,0
15495,5.9,8.4,4,245,3,0,0,technical,medium,0
15496,4.9,9.3,4,184,3,0,0,technical,medium,0
15497,9.1,9.9,5,152,3,0,0,technical,medium,0
15498,1.2,6,2,194,4,0,0,technical,medium,0
15499,7.4,6.8,3,242,5,1,0,support,medium,0
15500,8.4,9.4,4,246,2,1,0,support,medium,0
15501,5.1,9.9,4,211,3,0,0,support,medium,0
15502,9.4,7.1,4,189,3,0,0,support,medium,0
15503,7.4,6.6,3,254,2,0,0,support,medium,0
15504,5.2,5.4,5,239,3,0,0,support,medium,0
15505,3.1,9.2,4,133,6,0,0,support,medium,0
15506,7.2,5.9,3,255,2,0,0,support,high,0
15507,9.2,10,3,212,2,0,0,support,low,0
15508,5.6,6.4,3,270,3,0,0,support,medium,0
15509,7.6,4.5,5,177,6,0,0,support,medium,0
15510,5.9,9,4,261,4,0,0,technical,medium,0
15511,5,7.4,3,220,3,0,0,technical,medium,0
15512,8.8,7.2,2,144,4,1,0,technical,low,0
15513,8.6,4.9,4,274,2,0,0,management,low,0
15514,6.6,9.9,4,195,3,0,0,IT,low,0
15515,7,6.9,4,158,3,0,0,IT,low,0
15516,9.8,9.3,5,145,4,0,0,IT,low,0
15517,6.1,7.3,3,165,3,1,0,IT,low,0
15518,5.7,6.6,4,270,2,0,0,IT,low,0
15519,8.4,9.1,5,208,3,0,0,product_mng,low,0
15520,7.6,4,2,245,5,0,0,product_mng,medium,0
15521,6.4,9.9,4,180,4,0,0,product_mng,medium,0
15522,8.7,7,5,225,3,0,0,product_mng,medium,0
15523,6.2,6.9,3,261,2,0,0,IT,medium,0
15524,1.6,9.9,3,213,6,1,1,RandD,medium,0
15525,8.3,8.7,3,230,3,0,1,RandD,medium,0
15526,3.6,5.9,2,198,2,0,1,RandD,medium,0
15527,4.7,5.1,6,190,5,0,1,RandD,medium,0
15528,5.4,5.1,4,137,4,0,1,RandD,medium,0
15529,8.3,8.3,3,186,3,1,1,marketing,medium,0
15530,9.6,6.8,4,137,2,0,1,sales,medium,0
15531,9.1,7.4,5,192,3,0,1,accounting,medium,0
15532,5.6,5.9,4,164,3,0,1,support,medium,0
15533,7.3,6.6,6,195,3,0,1,technical,medium,0
15534,9.7,6.3,4,151,3,0,1,management,medium,0
15535,7.5,7.4,5,231,3,0,1,marketing,medium,0
15536,4.9,7.6,3,257,2,1,0,marketing,medium,0
15537,5.7,9.4,4,257,3,0,0,marketing,medium,0
15538,4.1,5.8,5,274,2,1,0,sales,medium,0
15539,5.3,7,3,138,2,0,0,sales,medium,0
15540,9.3,6,4,184,3,0,0,sales,medium,0
15541,5.8,9,3,151,3,0,0,sales,medium,0
15542,6,5.4,3,265,3,1,0,sales,medium,0
15543,7.4,8,4,241,2,0,0,sales,medium,0
15544,6.2,5.2,3,148,3,0,0,sales,medium,0
15545,7,7.6,5,165,3,0,0,sales,medium,0
15546,9.3,7.5,3,243,2,0,0,sales,medium,0
15547,7.5,9,4,197,2,0,0,sales,medium,0
15548,9.5,4.8,5,214,6,1,1,sales,medium,0
15549,4.3,9.8,4,164,3,0,1,sales,medium,0
15550,7.7,5.8,4,243,4,1,1,sales,medium,0
15551,6.7,10,4,145,3,1,1,sales,medium,0
15552,5.1,7.2,4,163,4,0,1,sales,medium,0
15553,9.4,5.3,5,257,2,0,1,sales,medium,0
15554,9,8.5,3,253,3,0,0,sales,medium,0
15555,8,7.8,4,234,3,0,0,sales,medium,0
15556,3.4,8.9,5,266,6,0,0,sales,medium,0
15557,4.5,5.3,3,181,4,1,0,accounting,low,0
15558,9.7,6.6,4,193,4,0,0,accounting,low,0
15559,5,4.8,3,163,4,0,0,accounting,low,0
15560,8.9,6.2,5,144,2,0,0,hr,low,0
15561,7.6,5,4,245,3,0,0,hr,low,0
15562,6.6,8.4,4,197,2,0,0,hr,low,0
15563,7.4,6.3,3,180,2,0,0,hr,low,0
15564,6.9,7.4,4,237,3,0,0,technical,low,0
15565,5.9,5.7,2,170,3,0,0,technical,low,0
15566,10,8.5,3,150,3,0,0,technical,low,0
15567,6.1,7.5,2,100,4,0,0,technical,low,0
15568,9.8,4.2,5,226,3,0,0,technical,low,0
15569,5.9,7.1,5,222,3,0,0,technical,low,0
15570,2.2,6.9,4,182,6,0,0,technical,low,0
15571,7.1,9.5,3,150,2,0,0,technical,low,0
15572,8.6,5.3,4,244,3,0,0,technical,medium,0
15573,6.5,5.9,5,271,3,0,0,technical,medium,0
15574,9.3,6.7,5,167,3,0,0,technical,medium,0
15575,4.9,6.9,2,128,2,0,0,support,medium,0
15576,7.8,7.7,3,149,4,1,0,support,medium,0
15577,6.2,7,4,141,4,0,0,support,medium,0
15578,7.2,6.3,3,149,2,0,0,support,medium,0
15579,7,5.6,4,107,6,0,0,support,medium,0
15580,5.4,9.3,5,189,2,0,0,support,medium,0
15581,6.1,9.5,4,169,4,0,0,support,medium,0
15582,8.4,9.5,4,208,3,1,0,support,medium,0
15583,8,5.8,3,197,3,0,0,support,medium,0
15584,5.8,5,4,225,3,0,0,support,high,0
15585,9.7,8.7,2,175,6,0,0,support,high,0
15586,9.2,5.5,3,172,2,0,0,technical,high,0
15587,9.6,5.1,3,237,4,0,0,technical,high,0
15588,7.3,8.7,4,155,3,1,0,technical,high,0
15589,7.3,7.1,4,148,3,0,0,management,high,0
15590,5.3,8.3,4,246,3,0,0,IT,high,0
15591,1.7,8.2,5,193,5,0,0,IT,high,0
15592,7.5,7.6,5,175,4,0,0,IT,low,0
15593,7.6,4.4,3,121,4,0,0,IT,low,0
15594,7.6,7.7,4,223,3,0,0,IT,low,0
15595,9.2,5.5,3,259,3,0,0,product_mng,low,0
15596,8.2,8.8,4,171,2,0,0,product_mng,low,0
15597,3.8,5,2,170,3,0,0,product_mng,low,0
15598,4.9,7.2,4,246,3,0,0,product_mng,low,0
15599,5.3,8,3,175,3,0,0,IT,low,0
15600,5.6,5.9,3,185,2,0,0,RandD,medium,0
15601,6.9,9.8,3,168,2,0,0,RandD,medium,0
15602,6.2,9.9,4,171,3,0,0,RandD,medium,0
15603,7.1,7.6,3,201,2,0,0,RandD,medium,0
15604,5.2,10,4,148,3,0,0,RandD,medium,0
15605,2,5.3,6,189,4,0,0,marketing,medium,0
15606,9.3,6.1,3,166,3,0,0,sales,medium,0
15607,7.4,8.1,4,150,2,0,0,accounting,medium,0
15608,7.8,4.5,3,253,6,0,1,support,medium,0
15609,8.5,7.9,3,243,2,0,1,technical,medium,0
15610,7.9,5.6,5,250,2,1,1,management,medium,0
15611,9.2,9.1,3,228,2,0,1,marketing,medium,0
15612,5.8,9.7,3,186,3,0,1,marketing,medium,0
15613,6.8,7.2,3,213,3,0,1,marketing,medium,0
15614,9,6.7,4,233,3,0,1,sales,medium,0
15615,6.7,7.1,5,265,2,0,1,sales,medium,0
15616,7.9,7.3,4,226,3,0,0,sales,medium,0
15617,2.3,4.8,5,221,6,0,0,sales,medium,0
15618,9.8,9.9,3,253,4,0,0,sales,medium,0
15619,8,7.5,3,134,4,0,0,sales,medium,0
15620,7.7,8.4,3,188,4,0,0,sales,medium,0
15621,10,9.1,3,160,4,0,0,sales,medium,0
15622,6,9.2,4,164,4,0,0,sales,medium,0
15623,4.9,5.4,6,214,3,0,0,sales,high,0
15624,9.1,9.9,5,228,4,1,0,sales,low,0
15625,9.7,5.2,5,149,3,1,0,sales,medium,0
15626,7.1,7.6,3,175,2,0,0,sales,medium,0
15627,6.2,9.1,3,195,3,0,0,sales,medium,0
15628,6.1,9.2,3,222,4,0,0,sales,medium,0
15629,2.1,6,5,249,4,0,0,sales,medium,0
15630,6.4,9.7,2,226,3,1,0,sales,medium,0
15631,6.1,6.5,2,117,2,1,0,sales,medium,0
15632,5.8,7.5,4,255,3,0,0,sales,medium,0
15633,4.1,9,6,155,2,0,0,accounting,medium,0
15634,9.8,7.3,5,185,3,0,0,accounting,medium,0
15635,5,8.8,4,275,5,0,0,accounting,low,0
15636,9.8,6.1,3,226,2,0,0,hr,low,0
15637,4,8.5,4,198,2,0,0,hr,low,0
15638,6.3,9.2,2,198,2,0,0,hr,low,0
15639,7.5,5.3,4,251,3,0,0,hr,low,0
15640,8.2,8.4,3,237,2,0,0,technical,low,0
15641,5.5,6.2,5,197,2,0,0,technical,low,0
15642,4.4,3.6,2,136,3,0,0,technical,high,0
15643,9.2,8.8,3,184,3,1,0,technical,low,0
15644,5.7,5.6,2,159,3,0,0,technical,high,0
15645,7.3,8.6,4,133,3,0,0,technical,high,0
15646,8.2,9.2,5,198,3,0,0,technical,low,0
15647,5.4,7.5,3,260,2,0,0,technical,low,0
15648,6.4,9.5,3,154,4,0,0,technical,high,0
15649,9.9,7.6,4,185,5,0,0,technical,low,0
15650,1.9,9.2,5,193,6,0,0,technical,medium,0
15651,8.6,9.6,4,167,3,0,0,support,high,0
15652,6.5,6.6,5,165,3,0,0,support,medium,0
15653,5.2,8.1,3,253,2,0,0,support,medium,0
15654,8.5,4.9,4,142,3,0,0,support,medium,0
15655,6.1,6.4,5,186,4,0,0,support,medium,0
15656,7.7,5.7,4,203,3,1,0,support,high,0
15657,5.4,9.4,4,217,2,0,0,support,medium,0
15658,7.6,7.4,4,187,3,0,0,support,medium,0
15659,7.9,9,3,152,4,0,0,support,medium,0
15660,8.9,9.3,5,150,2,0,0,support,high,0
15661,6,8,3,191,2,0,0,support,medium,0
15662,5.1,5.8,4,140,3,0,0,technical,high,0
15663,2,7.2,5,123,2,1,0,technical,low,0
15664,9.3,6,5,170,2,0,0,technical,medium,0
15665,7.7,5.4,3,227,4,0,0,management,medium,0
15666,8,8.7,4,220,2,0,0,IT,medium,0
15667,8,9.7,5,258,3,0,0,IT,medium,0
15668,6.2,9.2,5,149,3,0,0,IT,low,0
15669,7.9,7.2,4,192,3,0,0,IT,low,0
15670,8.8,7.3,5,267,3,0,0,IT,low,0
15671,9.6,7.3,5,169,3,1,0,product_mng,low,0
15672,3.4,6.9,2,178,3,0,0,product_mng,low,0
15673,3.4,6.5,2,165,4,0,0,product_mng,low,0
15674,8.8,8.5,4,231,3,0,0,product_mng,low,0
15675,6.6,6.1,3,260,3,0,0,IT,low,0
15676,5.5,7.1,4,181,2,1,0,RandD,low,0
15677,5.9,5.1,3,243,2,0,0,RandD,low,0
15678,6.2,7.3,4,191,3,0,0,RandD,high,0
15679,7.8,9.3,3,200,3,0,0,RandD,low,0
15680,7.3,7.5,5,265,3,0,0,RandD,low,0
15681,7.1,9.4,4,246,3,0,0,marketing,low,0
15682,9.7,8.6,3,187,2,0,0,sales,low,0
15683,2.1,7.4,5,141,4,0,0,accounting,high,0
15684,5.2,9.6,4,246,3,0,0,support,low,0
15685,7.3,8.8,4,236,3,1,0,technical,low,0
15686,7.4,8.3,3,170,3,0,0,management,low,0
15687,2.6,7.1,6,189,2,0,0,marketing,high,0
15688,5.2,7.8,4,237,3,0,0,marketing,low,0
15689,6.9,5.4,4,180,3,0,0,marketing,medium,0
15690,7.9,5.9,2,157,6,0,0,sales,high,0
15691,9.3,6.2,4,258,3,0,0,sales,medium,0
15692,3.4,8.7,4,283,2,0,0,sales,high,0
15693,7.7,5.2,4,216,3,0,0,sales,medium,0
15694,3.6,7.3,3,187,3,0,0,sales,medium,0
15695,9.3,5.8,3,215,3,0,0,sales,medium,0
15696,7,5.8,3,211,3,0,0,sales,medium,0
15697,5.1,4.9,4,182,2,0,0,sales,medium,0
15698,8.3,7.8,3,165,3,1,0,sales,medium,0
15699,8.9,8.9,4,265,2,0,0,sales,medium,0
15700,9.4,5.9,3,137,2,0,0,sales,medium,0
15701,8,5.5,4,269,3,0,0,sales,high,0
15702,7.4,6.6,3,177,2,0,0,sales,low,0
15703,5,9.1,3,240,2,0,0,sales,medium,0
15704,5.4,8.4,4,174,2,0,0,sales,medium,0
15705,5,5.4,3,134,3,0,0,sales,medium,0
15706,1.7,9.1,2,271,4,0,0,sales,medium,0
15707,5.7,5.3,5,216,2,1,0,sales,medium,0
15708,8,5.1,4,213,3,0,0,sales,medium,0
15709,4.5,6.4,5,133,4,0,0,accounting,medium,0
15710,8.7,5,4,267,2,1,0,accounting,medium,0
15711,9.8,6.4,3,263,4,0,0,accounting,medium,0
15712,5.5,8,4,260,3,0,0,hr,high,0
15713,5.3,5,4,185,3,0,0,hr,low,0
15714,7.5,4.8,2,284,6,0,0,hr,low,0
15715,9.6,5.9,3,229,3,0,0,hr,low,0
15716,7.1,9.7,3,189,3,1,0,technical,high,0
15717,7,6.3,3,209,3,0,0,technical,low,0
15718,3.3,9.4,4,166,6,0,0,technical,low,0
15719,9.3,9.4,3,183,2,0,0,technical,low,0
15720,6.4,6.5,3,181,2,0,0,technical,high,0
15721,2.7,4.5,3,239,4,0,0,technical,low,0
15722,9.9,9.9,3,158,2,0,0,technical,low,0
15723,8.1,6.2,3,187,3,0,0,technical,low,0
15724,6,9.1,4,236,3,0,0,technical,low,0
15725,3.2,4,6,162,5,0,0,technical,low,0
15726,4.8,6.8,4,163,2,1,0,technical,low,0
15727,8.7,5.1,4,173,3,0,0,support,low,0
15728,9.1,7.9,5,273,4,1,0,support,medium,0
15729,2.4,8.9,5,142,4,0,0,support,medium,0
15730,6.6,5.6,4,141,4,0,0,support,medium,0
15731,9.4,5.9,3,234,2,0,0,support,medium,0
15732,9.3,9.7,5,255,4,0,0,support,medium,0
15733,1.9,5.5,5,148,4,0,0,support,medium,0
15734,8.8,4.5,5,274,2,1,0,support,medium,0
15735,7.6,4.7,3,223,2,0,0,support,medium,0
15736,6.7,6.4,5,248,3,0,0,support,medium,0
15737,5.4,5,4,146,2,0,0,support,medium,0
15738,5.3,9.5,2,101,5,0,0,technical,medium,0
15739,6.7,9.2,4,265,4,0,0,technical,medium,0
15740,5,3.8,5,175,4,0,0,technical,high,0
15741,4.9,7.6,4,202,3,0,0,management,low,0
15742,8.2,7.1,3,160,3,0,0,IT,medium,0
15743,8.6,7.1,3,235,3,0,0,IT,medium,0
15744,5,5,4,267,3,0,0,IT,medium,0
15745,8.2,6,3,261,2,1,0,IT,medium,0
15746,9.5,7.8,2,148,2,0,0,IT,low,0
15747,6.4,8.7,3,239,4,0,0,product_mng,low,0
15748,9.1,5,3,178,2,0,0,product_mng,low,0
15749,7.9,7.5,2,221,3,0,0,product_mng,low,0
15750,8.3,5.6,4,269,3,0,0,product_mng,low,0
15751,6.6,6,3,262,2,1,0,IT,low,0
15752,9.2,8,4,263,4,0,0,RandD,low,0
15753,5.9,4.7,5,191,3,0,0,RandD,low,0
15754,6,8.3,2,189,2,0,0,RandD,low,0
15755,6.8,9.7,5,207,4,1,0,RandD,low,0
15756,5.8,7.3,3,265,6,0,0,RandD,low,0
15757,9.3,7.7,5,224,2,0,0,marketing,low,0
15758,6.6,5,3,229,3,0,0,marketing,low,0
15759,8,9.9,3,158,3,0,0,sales,low,0
15760,2.8,7.9,5,202,5,0,0,accounting,low,0
15761,8.4,5.9,4,216,2,0,0,support,low,0
15762,8.6,5.8,4,220,5,0,0,technical,low,0
15763,4.6,4.5,2,172,2,1,0,management,low,0
15764,9.4,9.2,3,187,2,0,0,marketing,low,0
15765,8,7.6,3,270,2,1,0,marketing,low,0
15766,1.3,6.3,6,219,6,0,0,marketing,low,0
15767,9.5,7.3,3,243,3,1,0,sales,medium,0
15768,9.3,8.8,4,261,4,0,0,sales,medium,0
15769,8.6,8.1,4,179,3,0,0,sales,medium,0
15770,6.7,9.3,5,133,2,0,0,sales,medium,0
15771,7.3,6,4,224,3,0,0,sales,medium,0
15772,6.2,9.2,4,198,2,0,0,sales,medium,0
15773,5.3,8.1,5,135,2,0,0,sales,medium,0
15774,6.8,6.8,3,143,3,0,0,sales,medium,0
15775,6.9,5.5,4,234,2,0,0,sales,medium,0
15776,6.6,9.2,3,177,3,0,0,sales,medium,0
15777,9.8,5.6,5,180,3,0,0,sales,medium,0
15778,5.7,3.9,3,193,6,0,0,sales,medium,0
15779,6.4,7.8,5,148,4,0,0,sales,high,0
15780,7.1,5.8,3,194,4,0,0,sales,low,0
15781,9.4,7,3,271,4,0,0,sales,medium,0
15782,8,8.5,3,135,2,0,0,sales,medium,0
15783,5.9,9.4,4,136,2,0,0,sales,medium,0
15784,9.5,7,6,243,3,0,0,sales,medium,0
15785,10,3.9,2,210,5,0,0,sales,low,0
15786,5.3,5.9,3,163,4,0,0,accounting,low,0
15787,3.5,5.9,5,268,3,0,0,accounting,low,0
15788,7.3,6.6,3,244,3,0,0,accounting,low,0
15789,8.9,6.3,4,164,3,0,0,hr,low,0
15790,2.1,9.3,4,260,3,0,0,hr,low,0
15791,2.1,8.5,5,153,3,0,0,hr,low,0
15792,6,8.3,4,216,2,1,0,hr,low,0
15793,9.4,6.9,2,198,3,0,0,technical,low,0
15794,9.2,6.8,4,196,3,1,0,technical,low,0
15795,9.2,7.8,3,218,3,0,0,technical,low,0
15796,7.1,9.8,5,167,3,0,0,technical,low,0
15797,6.9,8.3,4,264,3,0,0,technical,low,0
15798,2.6,5.1,2,284,2,0,0,technical,low,0
15799,2.1,7.8,4,218,6,0,0,technical,low,0
15800,3.6,4.2,2,192,2,0,0,technical,low,0
15801,8.1,9.2,5,255,4,1,0,technical,low,0
15802,5.4,8.8,3,251,2,0,0,technical,low,0
15803,6.3,8.7,5,248,2,0,0,technical,low,0
15804,8.6,7.5,5,157,4,0,0,support,low,0
15805,8,7.9,5,240,2,0,0,support,low,0
15806,5.5,5.8,5,262,3,0,0,support,medium,0
15807,1.8,6,3,130,2,1,0,support,medium,0
15808,8.8,9.8,3,152,3,0,0,support,medium,0
15809,6.5,8.6,4,256,2,0,0,support,medium,0
15810,9.9,10,3,139,2,0,0,support,medium,0
15811,8.8,9.3,4,195,2,0,0,support,medium,0
15812,6.7,5.9,3,205,5,0,0,support,medium,0
15813,5.3,5.9,4,265,2,0,0,support,medium,0
15814,8.3,6.1,5,246,3,0,0,support,medium,0
15815,3.6,7.1,3,100,3,0,0,technical,medium,0
15816,6.2,6.4,5,150,3,1,0,technical,medium,0
15817,7.2,6.7,4,147,2,0,0,technical,medium,0
15818,7.9,5.4,4,244,3,0,0,management,high,0
15819,10,8.7,4,256,3,0,0,IT,low,0
15820,6.5,5.2,4,266,3,1,0,IT,medium,0
15821,8.4,9.1,3,199,4,0,0,IT,medium,0
15822,8.1,5.9,2,236,3,0,0,IT,medium,0
15823,5.9,5.1,3,203,2,1,0,IT,medium,0
15824,7.8,5.3,3,156,3,0,0,product_mng,low,0
15825,2.2,5.2,5,109,4,0,0,product_mng,low,0
15826,9.6,9.8,5,248,3,0,0,product_mng,low,0
15827,8.5,8,4,254,2,0,0,product_mng,low,0
15828,1.2,7.3,6,166,3,0,0,IT,low,0
